Name,Email,Phone,Year,Dept
Student 1024,student1024@example.com,9230809541,2,ME
Student 1025,student1025@example.com,9692277504,1,EE
Student 1026,student1026@example.com,9754625712,1,EE
Student 1027,student1027@example.com,9335386062,2,CS
Student 1028,student1028@example.com,9696241831,3,CE
Student 1029,student1029@example.com,9548076127,4,ME
Student 1030,student1030@example.com,9664362307,1,ME
Student 1031,student1031@example.com,9403777107,2,EE
Student 1032,student1032@example.com,9959206114,4,EE
Student 1033,student1033@example.com,9646434034,1,CS
Student 1034,student1034@example.com,9238402460,1,ME
Student 1035,student1035@example.com,9942967710,1,CE
Student 1036,student1036@example.com,9172733366,2,CE
Student 1037,student1037@example.com,9424697454,1,ME
Student 1038,student1038@example.com,9829567711,1,EE
Student 1039,student1039@example.com,9692926765,3,EE
Student 1040,student1040@example.com,9893833873,4,ME
Student 1041,student1041@example.com,9385742616,4,CE
Student 1042,student1042@example.com,9460344556,3,CS
Student 1043,student1043@example.com,9122254914,5,EE
Student 1044,student1044@example.com,9702909266,3,ME
Student 1045,student1045@example.com,9864451793,2,EE
Student 1046,student1046@example.com,9710971812,4,ME
Student 1047,student1047@example.com,9751968752,4,EE
Student 1048,student1048@example.com,9175318455,1,CE
Student 1049,student1049@example.com,9384931684,1,ME
Student 1050,student1050@example.com,9199034177,5,CS
Student 1051,student1051@example.com,9855409082,4,EE
Student 1052,student1052@example.com,9967752589,2,CS
Student 1053,student1053@example.com,9822542315,1,EE
Student 1054,student1054@example.com,9351447106,2,CE
Student 1055,student1055@example.com,9380302052,1,ME
Student 1056,student1056@example.com,9186509147,1,CE
Student 1057,student1057@example.com,9994653787,1,EE
Student 1058,student1058@example.com,9190436396,4,EE
Student 1059,student1059@example.com,9309817617,3,CS
Student 1060,student1060@example.com,9362373461,5,ME
Student 1061,student1061@example.com,9851461291,1,ME
Student 1062,student1062@example.com,9664972878,2,ME
Student 1063,student1063@example.com,9584544695,3,CE
Student 1064,student1064@example.com,9929527972,5,CE
Student 1065,student1065@example.com,9376835697,1,EE
Student 1066,student1066@example.com,9326840091,5,ME
Student 1067,student1067@example.com,9899116353,2,CS
Student 1068,student1068@example.com,9958144315,4,CE
Student 1069,student1069@example.com,9896855698,5,ME
Student 1070,student1070@example.com,9613617720,2,CS
Student 1071,student1071@example.com,9495987333,1,ME
Student 1072,student1072@example.com,9425878558,5,CS
Student 1073,student1073@example.com,9745293025,4,EE
Student 1074,student1074@example.com,9816532476,1,ME
Student 1075,student1075@example.com,9181701121,4,EE
Student 1076,student1076@example.com,9812562552,4,CS
Student 1077,student1077@example.com,9796934103,4,ME
Student 1078,student1078@example.com,9778033135,5,CE
Student 1079,student1079@example.com,9986833949,5,EE
Student 1080,student1080@example.com,9737533893,3,ME
Student 1081,student1081@example.com,9457561978,4,ME
Student 1082,student1082@example.com,9776912376,3,ME
Student 1083,student1083@example.com,9230716607,2,ME
Student 1084,student1084@example.com,9299153786,2,CS
Student 1085,student1085@example.com,9965706823,4,CS
Student 1086,student1086@example.com,9460411804,4,CE
Student 1087,student1087@example.com,9660451123,5,ME
Student 1088,student1088@example.com,9921688370,3,CE
Student 1089,student1089@example.com,9642473283,3,CS
Student 1090,student1090@example.com,9995361585,3,EE
Student 1091,student1091@example.com,9317376950,1,EE
Student 1092,student1092@example.com,9644536641,1,CE
Student 1093,student1093@example.com,9233421856,4,CE
Student 1094,student1094@example.com,9907772745,4,CE
Student 1095,student1095@example.com,9843613864,3,CE
Student 1096,student1096@example.com,9773581710,5,CS
Student 1097,student1097@example.com,9869645294,4,CE
Student 1098,student1098@example.com,9680634233,4,CE
Student 1099,student1099@example.com,9151674551,4,EE
Student 1100,student1100@example.com,9762215561,5,ME
Student 1101,student1101@example.com,9553199295,2,EE
Student 1102,student1102@example.com,9101715852,4,CS
Student 1103,student1103@example.com,9720263585,2,CE
Student 1104,student1104@example.com,9207360102,2,CE
Student 1105,student1105@example.com,9241032932,5,EE
Student 1106,student1106@example.com,9933818217,2,CE
Student 1107,student1107@example.com,9823237923,4,ME
Student 1108,student1108@example.com,9346273881,4,CS
Student 1109,student1109@example.com,9363158512,4,ME
Student 1110,student1110@example.com,9853694277,5,CE
Student 1111,student1111@example.com,9655868471,3,CE
Student 1112,student1112@example.com,9455105911,5,EE
Student 1113,student1113@example.com,9272861860,1,CE
Student 1114,student1114@example.com,9798419753,5,CS
Student 1115,student1115@example.com,9829379218,5,CS
Student 1116,student1116@example.com,9350725524,3,EE
Student 1117,student1117@example.com,9977063455,4,CS
Student 1118,student1118@example.com,9869274128,1,EE
Student 1119,student1119@example.com,9421604982,4,CS
Student 1120,student1120@example.com,9437154109,2,CS
Student 1121,student1121@example.com,9986899038,2,CE
Student 1122,student1122@example.com,9233311519,1,CS
Student 1123,student1123@example.com,9328070592,4,CE
Student 1124,student1124@example.com,9459058923,4,EE
Student 1125,student1125@example.com,9769586690,3,ME
Student 1126,student1126@example.com,9293127997,1,ME
Student 1127,student1127@example.com,9882735242,3,CS
Student 1128,student1128@example.com,9747493286,2,EE
Student 1129,student1129@example.com,9211171389,4,CS
Student 1130,student1130@example.com,9855166063,4,CS
Student 1131,student1131@example.com,9420306004,4,EE
Student 1132,student1132@example.com,9174431115,2,CE
Student 1133,student1133@example.com,9385543031,1,EE
Student 1134,student1134@example.com,9697882541,2,CE
Student 1135,student1135@example.com,9536610012,5,EE
Student 1136,student1136@example.com,9633059732,3,CS
Student 1137,student1137@example.com,9645072775,3,ME
Student 1138,student1138@example.com,9386575964,5,CS
Student 1139,student1139@example.com,9600342081,4,CS
Student 1140,student1140@example.com,9911486671,2,CE
Student 1141,student1141@example.com,9672939172,2,CS
Student 1142,student1142@example.com,9984965289,4,CE
Student 1143,student1143@example.com,9965267944,2,ME
Student 1144,student1144@example.com,9168044670,2,CS
Student 1145,student1145@example.com,9891338642,1,EE
Student 1146,student1146@example.com,9713222173,3,EE
Student 1147,student1147@example.com,9203576668,1,CS
Student 1148,student1148@example.com,9377801390,5,CS
Student 1149,student1149@example.com,9240998699,3,EE
Student 1150,student1150@example.com,9633177083,2,CS
Student 1151,student1151@example.com,9643541170,4,CE
Student 1152,student1152@example.com,9506954872,5,ME
Student 1153,student1153@example.com,9159473612,5,EE
Student 1154,student1154@example.com,9144237872,5,CS
Student 1155,student1155@example.com,9314703841,4,EE
Student 1156,student1156@example.com,9770408640,3,CE
Student 1157,student1157@example.com,9539355823,4,CS
Student 1158,student1158@example.com,9665272759,5,CS
Student 1159,student1159@example.com,9319354219,2,ME
Student 1160,student1160@example.com,9582634385,1,EE
Student 1161,student1161@example.com,9599014759,5,ME
Student 1162,student1162@example.com,9200820266,4,EE
Student 1163,student1163@example.com,9785716477,2,CS
Student 1164,student1164@example.com,9187661734,4,CS
Student 1165,student1165@example.com,9809223890,3,EE
Student 1166,student1166@example.com,9864454135,1,CS
Student 1167,student1167@example.com,9572859943,2,ME
Student 1168,student1168@example.com,9457825819,5,ME
Student 1169,student1169@example.com,9944460601,2,CS
Student 1170,student1170@example.com,9707432171,3,EE
Student 1171,student1171@example.com,9804390720,5,CS
Student 1172,student1172@example.com,9812815213,4,CS
Student 1173,student1173@example.com,9109074277,3,EE
Student 1174,student1174@example.com,9930928183,4,CE
Student 1175,student1175@example.com,9691694295,3,CE
Student 1176,student1176@example.com,9389485695,3,CS
Student 1177,student1177@example.com,9477654369,5,EE
Student 1178,student1178@example.com,9934331509,1,CE
Student 1179,student1179@example.com,9947449781,3,EE
Student 1180,student1180@example.com,9228477620,4,CS
Student 1181,student1181@example.com,9257607768,4,EE
Student 1182,student1182@example.com,9569066011,3,EE
Student 1183,student1183@example.com,9531862238,3,CS
Student 1184,student1184@example.com,9506598688,5,ME
Student 1185,student1185@example.com,9890421694,2,EE
Student 1186,student1186@example.com,9771900545,4,CE
Student 1187,student1187@example.com,9553341282,4,EE
Student 1188,student1188@example.com,9307748848,3,EE
Student 1189,student1189@example.com,9339302366,2,CS
Student 1190,student1190@example.com,9476150355,4,CS
Student 1191,student1191@example.com,9656761814,5,ME
Student 1192,student1192@example.com,9983693322,4,EE
Student 1193,student1193@example.com,9481340202,2,CE
Student 1194,student1194@example.com,9890778138,4,ME
Student 1195,student1195@example.com,9892110235,1,ME
Student 1196,student1196@example.com,9262586296,5,CS
Student 1197,student1197@example.com,9427318812,2,EE
Student 1198,student1198@example.com,9298742940,5,CS
Student 1199,student1199@example.com,9485404279,1,ME
Student 1200,student1200@example.com,9947536811,1,CS
Student 1201,student1201@example.com,9478200113,2,EE
Student 1202,student1202@example.com,9238269853,1,CS
Student 1203,student1203@example.com,9254846601,2,CE
Student 1204,student1204@example.com,9608348930,2,CE
Student 1205,student1205@example.com,9318812384,4,CS
Student 1206,student1206@example.com,9856645862,5,CE
Student 1207,student1207@example.com,9431334630,1,ME
Student 1208,student1208@example.com,9303499718,3,CS
Student 1209,student1209@example.com,9455311639,3,ME
Student 1210,student1210@example.com,9850234842,4,EE
Student 1211,student1211@example.com,9416726465,4,EE
Student 1212,student1212@example.com,9896983588,3,CS
Student 1213,student1213@example.com,9814135034,1,ME
Student 1214,student1214@example.com,9900672255,4,EE
Student 1215,student1215@example.com,9663238951,1,EE
Student 1216,student1216@example.com,9109389881,5,CS
Student 1217,student1217@example.com,9523852871,2,CE
Student 1218,student1218@example.com,9385198482,2,CS
Student 1219,student1219@example.com,9353008646,4,ME
Student 1220,student1220@example.com,9411551484,1,ME
Student 1221,student1221@example.com,9380158750,2,CE
Student 1222,student1222@example.com,9108826288,3,EE
Student 1223,student1223@example.com,9562919821,2,CS
Student 1224,student1224@example.com,9692805178,5,CE
Student 1225,student1225@example.com,9676861051,2,CS
Student 1226,student1226@example.com,9990453766,4,CS
Student 1227,student1227@example.com,9674486412,1,ME
Student 1228,student1228@example.com,9147136187,1,ME
Student 1229,student1229@example.com,9542605582,5,ME
Student 1230,student1230@example.com,9332601974,1,CS
Student 1231,student1231@example.com,9977580180,3,CE
Student 1232,student1232@example.com,9776091560,1,CS
Student 1233,student1233@example.com,9912216900,2,ME
Student 1234,student1234@example.com,9687958489,2,CE
Student 1235,student1235@example.com,9803457730,5,ME
Student 1236,student1236@example.com,9772934916,2,CE
Student 1237,student1237@example.com,9798176207,2,ME
Student 1238,student1238@example.com,9480157818,4,CS
Student 1239,student1239@example.com,9662511138,5,CS
Student 1240,student1240@example.com,9743216754,3,ME
Student 1241,student1241@example.com,9989448365,4,EE
Student 1242,student1242@example.com,9344032474,3,EE
Student 1243,student1243@example.com,9573619935,3,CS
Student 1244,student1244@example.com,9956576589,3,CE
Student 1245,student1245@example.com,9881272918,5,EE
Student 1246,student1246@example.com,9485378711,4,CE
Student 1247,student1247@example.com,9210385427,1,CS
Student 1248,student1248@example.com,9691124229,1,CS
Student 1249,student1249@example.com,9841974945,3,CE
Student 1250,student1250@example.com,9987139491,2,CS
Student 1251,student1251@example.com,9671570637,5,EE
Student 1252,student1252@example.com,9819681571,4,EE
Student 1253,student1253@example.com,9891694258,1,CE
Student 1254,student1254@example.com,9870650406,5,ME
Student 1255,student1255@example.com,9993808815,1,ME
Student 1256,student1256@example.com,9100119753,2,CE
Student 1257,student1257@example.com,9217333317,5,EE
Student 1258,student1258@example.com,9429955181,3,EE
Student 1259,student1259@example.com,9813618197,3,ME
Student 1260,student1260@example.com,9697345776,2,ME
Student 1261,student1261@example.com,9933851387,5,EE
Student 1262,student1262@example.com,9936789174,1,EE
Student 1263,student1263@example.com,9484025637,1,EE
Student 1264,student1264@example.com,9871780509,3,CE
Student 1265,student1265@example.com,9313505598,1,CS
Student 1266,student1266@example.com,9307804129,4,CE
Student 1267,student1267@example.com,9187489298,1,CE
Student 1268,student1268@example.com,9102291704,3,CE
Student 1269,student1269@example.com,9959797274,3,CS
Student 1270,student1270@example.com,9124536502,1,CS
Student 1271,student1271@example.com,9380055707,3,ME
Student 1272,student1272@example.com,9256717017,4,EE
Student 1273,student1273@example.com,9794398911,2,EE
Student 1274,student1274@example.com,9789459866,1,CE
Student 1275,student1275@example.com,9591487051,5,CS
Student 1276,student1276@example.com,9780214141,5,CS
Student 1277,student1277@example.com,9940989334,2,CE
Student 1278,student1278@example.com,9218004351,1,CE
Student 1279,student1279@example.com,9127382772,2,CS
Student 1280,student1280@example.com,9101824840,2,EE
Student 1281,student1281@example.com,9805635475,4,EE
Student 1282,student1282@example.com,9297420170,5,CE
Student 1283,student1283@example.com,9744752137,5,CS
Student 1284,student1284@example.com,9599624803,3,EE
Student 1285,student1285@example.com,9651194556,2,EE
Student 1286,student1286@example.com,9672202407,4,EE
Student 1287,student1287@example.com,9497955175,1,CS
Student 1288,student1288@example.com,9167909746,4,CE
Student 1289,student1289@example.com,9562267727,1,CS
Student 1290,student1290@example.com,9856394164,2,ME
Student 1291,student1291@example.com,9931063555,3,EE
Student 1292,student1292@example.com,9696018657,1,CE
Student 1293,student1293@example.com,9920094201,2,CS
Student 1294,student1294@example.com,9221632014,4,CE
Student 1295,student1295@example.com,9623262028,5,CE
Student 1296,student1296@example.com,9162045861,5,ME
Student 1297,student1297@example.com,9471893143,2,CS
Student 1298,student1298@example.com,9505713654,5,CS
Student 1299,student1299@example.com,9733182383,4,CS
Student 1300,student1300@example.com,9727238258,1,EE
Student 1301,student1301@example.com,9930286078,3,CE
Student 1302,student1302@example.com,9947179876,1,CS
Student 1303,student1303@example.com,9319005647,2,CE
Student 1304,student1304@example.com,9928473552,4,ME
Student 1305,student1305@example.com,9744314059,2,CE
Student 1306,student1306@example.com,9762276077,5,EE
Student 1307,student1307@example.com,9559160686,4,ME
Student 1308,student1308@example.com,9129800822,5,CS
Student 1309,student1309@example.com,9530844067,2,EE
Student 1310,student1310@example.com,9384310567,5,EE
Student 1311,student1311@example.com,9330793633,5,CS
Student 1312,student1312@example.com,9693871118,2,EE
Student 1313,student1313@example.com,9231045063,1,EE
Student 1314,student1314@example.com,9770555568,4,EE
Student 1315,student1315@example.com,9836325162,1,CE
Student 1316,student1316@example.com,9300510896,4,EE
Student 1317,student1317@example.com,9132196037,5,EE
Student 1318,student1318@example.com,9421014807,1,CE
Student 1319,student1319@example.com,9451066266,1,CS
Student 1320,student1320@example.com,9489106918,5,CE
Student 1321,student1321@example.com,9402135848,2,CE
Student 1322,student1322@example.com,9269724815,5,EE
Student 1323,student1323@example.com,9754064458,3,EE
Student 1324,student1324@example.com,9944876163,1,CE
Student 1325,student1325@example.com,9338292928,3,EE
Student 1326,student1326@example.com,9449989863,3,CE
Student 1327,student1327@example.com,9434060142,3,CS
Student 1328,student1328@example.com,9919639758,2,ME
Student 1329,student1329@example.com,9598235618,3,CS
Student 1330,student1330@example.com,9530294589,4,EE
Student 1331,student1331@example.com,9757284646,4,CE
Student 1332,student1332@example.com,9354039590,3,CS
Student 1333,student1333@example.com,9532285726,5,CS
Student 1334,student1334@example.com,9691284690,4,EE
Student 1335,student1335@example.com,9321850140,4,CS
Student 1336,student1336@example.com,9967133392,5,CE
Student 1337,student1337@example.com,9504439414,3,EE
Student 1338,student1338@example.com,9239114452,3,ME
Student 1339,student1339@example.com,9810823157,1,EE
Student 1340,student1340@example.com,9897771570,3,CS
Student 1341,student1341@example.com,9110789403,1,ME
Student 1342,student1342@example.com,9724624689,1,CS
Student 1343,student1343@example.com,9511073172,3,CE
Student 1344,student1344@example.com,9399345259,2,EE
Student 1345,student1345@example.com,9343437405,4,ME
Student 1346,student1346@example.com,9954724956,1,CS
Student 1347,student1347@example.com,9908956482,4,CS
Student 1348,student1348@example.com,9494566620,2,EE
Student 1349,student1349@example.com,9642618376,3,CE
Student 1350,student1350@example.com,9739788084,5,CS
Student 1351,student1351@example.com,9946283976,2,CS
Student 1352,student1352@example.com,9679947837,2,EE
Student 1353,student1353@example.com,9609967590,2,ME
Student 1354,student1354@example.com,9388355713,1,EE
Student 1355,student1355@example.com,9375726950,3,CS
Student 1356,student1356@example.com,9373791160,2,EE
Student 1357,student1357@example.com,9299685399,3,ME
Student 1358,student1358@example.com,9637223386,3,EE
Student 1359,student1359@example.com,9465589984,4,CE
Student 1360,student1360@example.com,9736975397,2,CE
Student 1361,student1361@example.com,9459791549,5,ME
Student 1362,student1362@example.com,9626324509,3,CS
Student 1363,student1363@example.com,9657304251,2,CS
Student 1364,student1364@example.com,9716957174,3,CS
Student 1365,student1365@example.com,9801819277,5,ME
Student 1366,student1366@example.com,9928078145,5,ME
Student 1367,student1367@example.com,9421873147,4,ME
Student 1368,student1368@example.com,9213758122,3,CS
Student 1369,student1369@example.com,9687624562,3,EE
Student 1370,student1370@example.com,9735030345,1,CS
Student 1371,student1371@example.com,9281496002,5,CE
Student 1372,student1372@example.com,9136165489,5,CE
Student 1373,student1373@example.com,9580842474,4,ME
Student 1374,student1374@example.com,9102392292,4,ME
Student 1375,student1375@example.com,9175539095,5,ME
Student 1376,student1376@example.com,9194623888,5,EE
Student 1377,student1377@example.com,9874953782,5,EE
Student 1378,student1378@example.com,9276554444,3,ME
Student 1379,student1379@example.com,9970836187,3,EE
Student 1380,student1380@example.com,9361262500,1,EE
Student 1381,student1381@example.com,9496191001,2,CE
Student 1382,student1382@example.com,9943691735,4,CS
Student 1383,student1383@example.com,9930524032,1,ME
Student 1384,student1384@example.com,9904780407,1,ME
Student 1385,student1385@example.com,9117648197,2,ME
Student 1386,student1386@example.com,9409890974,5,ME
Student 1387,student1387@example.com,9803265939,3,CS
Student 1388,student1388@example.com,9497314024,5,ME
Student 1389,student1389@example.com,9251325523,5,CS
Student 1390,student1390@example.com,9928421564,3,EE
Student 1391,student1391@example.com,9434879451,1,ME
Student 1392,student1392@example.com,9544869049,1,CS
Student 1393,student1393@example.com,9962781107,5,CS
Student 1394,student1394@example.com,9433764193,4,ME
Student 1395,student1395@example.com,9249089699,5,EE
Student 1396,student1396@example.com,9894266408,5,CE
Student 1397,student1397@example.com,9615665640,5,CS
Student 1398,student1398@example.com,9236898957,5,EE
Student 1399,student1399@example.com,9940084831,3,CE
Student 1400,student1400@example.com,9249657437,2,CS
Student 1401,student1401@example.com,9800429787,3,ME
Student 1402,student1402@example.com,9958538517,5,CE
Student 1403,student1403@example.com,9929660822,4,EE
Student 1404,student1404@example.com,9463237382,3,ME
Student 1405,student1405@example.com,9261502083,3,CE
Student 1406,student1406@example.com,9380855976,5,CS
Student 1407,student1407@example.com,9529672055,2,CS
Student 1408,student1408@example.com,9188642978,3,CE
Student 1409,student1409@example.com,9971564589,2,EE
Student 1410,student1410@example.com,9691555158,2,ME
Student 1411,student1411@example.com,9975789198,2,EE
Student 1412,student1412@example.com,9151240074,5,ME
Student 1413,student1413@example.com,9705147356,1,ME
Student 1414,student1414@example.com,9673592324,2,EE
Student 1415,student1415@example.com,9939385948,3,CS
Student 1416,student1416@example.com,9880471872,1,ME
Student 1417,student1417@example.com,9784970006,1,ME
Student 1418,student1418@example.com,9438951550,3,CE
Student 1419,student1419@example.com,9750535311,5,EE
Student 1420,student1420@example.com,9740102467,1,ME
Student 1421,student1421@example.com,9352758526,5,ME
Student 1422,student1422@example.com,9662838314,3,ME
Student 1423,student1423@example.com,9164713751,1,ME
Student 1424,student1424@example.com,9547625884,1,CS
Student 1425,student1425@example.com,9888895437,5,CE
Student 1426,student1426@example.com,9818783224,2,CE
Student 1427,student1427@example.com,9178902415,3,EE
Student 1428,student1428@example.com,9210049749,1,CE
Student 1429,student1429@example.com,9683255867,4,EE
Student 1430,student1430@example.com,9609871645,4,EE
Student 1431,student1431@example.com,9158372657,2,ME
Student 1432,student1432@example.com,9526092489,4,ME
Student 1433,student1433@example.com,9178066230,3,CE
Student 1434,student1434@example.com,9835720529,5,CS
Student 1435,student1435@example.com,9402707369,5,ME
Student 1436,student1436@example.com,9260756672,4,ME
Student 1437,student1437@example.com,9333988357,1,CE
Student 1438,student1438@example.com,9501892273,3,CS
Student 1439,student1439@example.com,9465961247,2,ME
Student 1440,student1440@example.com,9583200767,4,ME
Student 1441,student1441@example.com,9395875366,3,ME
Student 1442,student1442@example.com,9630525601,4,CE
Student 1443,student1443@example.com,9831310343,2,CE
Student 1444,student1444@example.com,9479107623,5,EE
Student 1445,student1445@example.com,9700401606,4,ME
Student 1446,student1446@example.com,9946078310,5,CS
Student 1447,student1447@example.com,9248786139,3,ME
Student 1448,student1448@example.com,9966218907,5,EE
Student 1449,student1449@example.com,9272670445,4,ME
Student 1450,student1450@example.com,9897114825,5,ME
Student 1451,student1451@example.com,9675789365,3,CS
Student 1452,student1452@example.com,9296011033,1,CS
Student 1453,student1453@example.com,9888097368,2,CS
Student 1454,student1454@example.com,9142735765,5,ME
Student 1455,student1455@example.com,9563771992,2,CE
Student 1456,student1456@example.com,9670114301,2,EE
Student 1457,student1457@example.com,9914677958,2,CS
Student 1458,student1458@example.com,9422453240,4,CE
Student 1459,student1459@example.com,9671991458,1,CE
Student 1460,student1460@example.com,9685372847,5,EE
Student 1461,student1461@example.com,9757408567,2,ME
Student 1462,student1462@example.com,9397585227,3,EE
Student 1463,student1463@example.com,9493704662,5,ME
Student 1464,student1464@example.com,9746297543,1,CS
Student 1465,student1465@example.com,9933193507,2,CE
Student 1466,student1466@example.com,9375342666,5,CE
Student 1467,student1467@example.com,9601524593,4,CS
Student 1468,student1468@example.com,9853774644,2,CS
Student 1469,student1469@example.com,9246593444,5,CE
Student 1470,student1470@example.com,9864300717,3,CE
Student 1471,student1471@example.com,9356121374,4,CE
Student 1472,student1472@example.com,9177885838,3,CE
Student 1473,student1473@example.com,9547253383,5,CS
Student 1474,student1474@example.com,9476678270,2,ME
Student 1475,student1475@example.com,9756341409,4,CS
Student 1476,student1476@example.com,9607707166,1,CS
Student 1477,student1477@example.com,9190212439,1,EE
Student 1478,student1478@example.com,9113742502,5,CS
Student 1479,student1479@example.com,9665314075,4,CE
Student 1480,student1480@example.com,9454915851,2,CS
Student 1481,student1481@example.com,9391682030,3,EE
Student 1482,student1482@example.com,9702210867,2,ME
Student 1483,student1483@example.com,9138920764,3,EE
Student 1484,student1484@example.com,9648360312,5,CS
Student 1485,student1485@example.com,9869174934,5,CS
Student 1486,student1486@example.com,9314670944,1,CS
Student 1487,student1487@example.com,9101554927,4,ME
Student 1488,student1488@example.com,9170792565,5,CS
Student 1489,student1489@example.com,9811041186,3,CS
Student 1490,student1490@example.com,9473308393,5,CE
Student 1491,student1491@example.com,9210044824,1,ME
Student 1492,student1492@example.com,9937634194,3,EE
Student 1493,student1493@example.com,9918667303,1,ME
Student 1494,student1494@example.com,9567277253,4,CE
Student 1495,student1495@example.com,9835573119,4,CS
Student 1496,student1496@example.com,9440850772,3,EE
Student 1497,student1497@example.com,9917647148,4,ME
Student 1498,student1498@example.com,9173909585,5,CS
Student 1499,student1499@example.com,9585386464,2,CS
Student 1500,student1500@example.com,9266741448,3,ME
Student 1501,student1501@example.com,9456544562,1,CS
Student 1502,student1502@example.com,9922932141,1,EE
Student 1503,student1503@example.com,9113693782,3,CS
Student 1504,student1504@example.com,9347874229,1,ME
Student 1505,student1505@example.com,9358657887,4,ME
Student 1506,student1506@example.com,9155024545,4,CS
Student 1507,student1507@example.com,9555151585,2,ME
Student 1508,student1508@example.com,9289023730,3,ME
Student 1509,student1509@example.com,9883994607,1,ME
Student 1510,student1510@example.com,9266214625,3,CS
Student 1511,student1511@example.com,9316228511,4,CS
Student 1512,student1512@example.com,9631913777,2,EE
Student 1513,student1513@example.com,9401645081,3,ME
Student 1514,student1514@example.com,9844075056,3,CE
Student 1515,student1515@example.com,9893869397,4,ME
Student 1516,student1516@example.com,9712497934,1,EE
Student 1517,student1517@example.com,9433768339,3,CS
Student 1518,student1518@example.com,9620997333,1,ME
Student 1519,student1519@example.com,9750193996,2,EE
Student 1520,student1520@example.com,9333457638,1,CS
Student 1521,student1521@example.com,9687779519,2,CS
Student 1522,student1522@example.com,9279194078,4,ME
Student 1523,student1523@example.com,9540622102,4,CS
Student 1524,student1524@example.com,9566368959,5,ME
Student 1525,student1525@example.com,9847165592,2,CS
Student 1526,student1526@example.com,9516496893,3,ME
Student 1527,student1527@example.com,9858987162,1,CE
Student 1528,student1528@example.com,9918944408,1,EE
Student 1529,student1529@example.com,9688838990,1,ME
Student 1530,student1530@example.com,9976183034,3,EE
Student 1531,student1531@example.com,9238689188,2,CS
Student 1532,student1532@example.com,9514783511,1,EE
Student 1533,student1533@example.com,9871465655,5,EE
Student 1534,student1534@example.com,9132943829,4,EE
Student 1535,student1535@example.com,9727998007,1,ME
Student 1536,student1536@example.com,9259302580,1,EE
Student 1537,student1537@example.com,9737589717,5,EE
Student 1538,student1538@example.com,9280913907,3,CE
Student 1539,student1539@example.com,9950588463,4,EE
Student 1540,student1540@example.com,9824867137,5,EE
Student 1541,student1541@example.com,9657992093,3,CS
Student 1542,student1542@example.com,9118555076,4,EE
Student 1543,student1543@example.com,9907112061,5,ME
Student 1544,student1544@example.com,9932403617,3,ME
Student 1545,student1545@example.com,9456749302,2,CE
Student 1546,student1546@example.com,9370100971,1,CS
Student 1547,student1547@example.com,9400021144,5,ME
Student 1548,student1548@example.com,9109835142,5,ME
Student 1549,student1549@example.com,9372206939,4,EE
Student 1550,student1550@example.com,9800104681,4,CE
Student 1551,student1551@example.com,9467463019,1,EE
Student 1552,student1552@example.com,9557563391,3,ME
Student 1553,student1553@example.com,9798673099,2,CE
Student 1554,student1554@example.com,9876871693,1,CE
Student 1555,student1555@example.com,9534864111,3,CS
Student 1556,student1556@example.com,9458932228,3,CE
Student 1557,student1557@example.com,9670258109,3,CS
Student 1558,student1558@example.com,9969059594,2,EE
Student 1559,student1559@example.com,9837218977,2,CS
Student 1560,student1560@example.com,9813936610,3,CS
Student 1561,student1561@example.com,9578957580,3,CS
Student 1562,student1562@example.com,9626279579,4,EE
Student 1563,student1563@example.com,9487111292,4,ME
Student 1564,student1564@example.com,9166461207,4,EE
Student 1565,student1565@example.com,9539289134,1,EE
Student 1566,student1566@example.com,9562565138,3,ME
Student 1567,student1567@example.com,9223851537,2,CE
Student 1568,student1568@example.com,9221775693,2,EE
Student 1569,student1569@example.com,9507437970,4,ME
Student 1570,student1570@example.com,9807736477,2,CS
Student 1571,student1571@example.com,9284290835,1,EE
Student 1572,student1572@example.com,9721447356,3,EE
Student 1573,student1573@example.com,9150430316,2,ME
Student 1574,student1574@example.com,9382100490,3,EE
Student 1575,student1575@example.com,9974883976,2,CE
Student 1576,student1576@example.com,9687456077,2,EE
Student 1577,student1577@example.com,9316833984,1,CE
Student 1578,student1578@example.com,9102246524,1,EE
Student 1579,student1579@example.com,9150932376,3,CE
Student 1580,student1580@example.com,9765751397,4,EE
Student 1581,student1581@example.com,9132569088,1,CE
Student 1582,student1582@example.com,9225099347,5,ME
Student 1583,student1583@example.com,9520596000,5,EE
Student 1584,student1584@example.com,9787679025,2,ME
Student 1585,student1585@example.com,9897872210,5,EE
Student 1586,student1586@example.com,9200263242,4,CS
Student 1587,student1587@example.com,9671755646,1,CE
Student 1588,student1588@example.com,9393020032,3,CE
Student 1589,student1589@example.com,9279161307,3,CE
Student 1590,student1590@example.com,9942231831,3,EE
Student 1591,student1591@example.com,9668964371,3,ME
Student 1592,student1592@example.com,9913833275,3,CE
Student 1593,student1593@example.com,9116117462,2,EE
Student 1594,student1594@example.com,9564424196,3,CE
Student 1595,student1595@example.com,9963136034,5,CS
Student 1596,student1596@example.com,9909266441,3,CE
Student 1597,student1597@example.com,9342602447,3,CE
Student 1598,student1598@example.com,9531369908,4,ME
Student 1599,student1599@example.com,9121686220,2,EE
Student 1600,student1600@example.com,9729446455,1,ME
Student 1601,student1601@example.com,9133744491,1,CE
Student 1602,student1602@example.com,9326783232,1,EE
Student 1603,student1603@example.com,9744493710,3,CE
Student 1604,student1604@example.com,9625936845,5,ME
Student 1605,student1605@example.com,9305890138,5,CS
